step,event,from_label,to_label,fund,return_percent,amount_ars,app_fee_ars,head_paid_to_date,head_remaining,app_fee_cumulative,platform_float,open_obligation_total,notes
457,split,Investment131,Investment99,Stable Yield,10,90000,0,99000.00,11000.00,1310000.00,90000.00,3866000.00,"Waterfall split 90000 ARS from Investment131 → Investment99 (99000/110000)"
458,subscription,Investment132,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1320000.00,90000.00,3981000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
459,split,Investment132,Investment99,Stable Yield,10,11000,0,110000.00,0.00,1320000.00,90000.00,3970000.00,"Waterfall split 11000 ARS from Investment132 → Investment99 (110000/110000)"
460,payout_closed,Investment132,Investment99,Stable Yield,10,110000,0,110000.00,0.00,1320000.00,90000.00,3970000.00,"Payout closed for Investment99: 110000 ARS (10%) funded via marketplace splits"
461,split,Investment132,Investment100,Balanced Growth,15,79000,0,79000.00,36000.00,1320000.00,90000.00,3891000.00,"Waterfall split 79000 ARS from Investment132 → Investment100 (79000/115000)"
462,subscription,Investment133,platform,Stable Yield,10,100000,10000,0.00,110000.00,1330000.00,90000.00,4001000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
463,split,Investment133,Investment100,Balanced Growth,15,36000,0,115000.00,0.00,1330000.00,90000.00,3965000.00,"Waterfall split 36000 ARS from Investment133 → Investment100 (115000/115000)"
464,payout_closed,Investment133,Investment100,Balanced Growth,15,115000,0,115000.00,0.00,1330000.00,90000.00,3965000.00,"Payout closed for Investment100: 115000 ARS (15%) funded via marketplace splits"
465,split,Investment133,Investment101,Capital Shield,6,54000,0,54000.00,52000.00,1330000.00,90000.00,3911000.00,"Waterfall split 54000 ARS from Investment133 → Investment101 (54000/106000)"
466,subscription,Investment134,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1340000.00,90000.00,4051000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
467,split,Investment134,Investment101,Capital Shield,6,52000,0,106000.00,0.00,1340000.00,90000.00,3999000.00,"Waterfall split 52000 ARS from Investment134 → Investment101 (106000/106000)"
468,payout_closed,Investment134,Investment101,Capital Shield,6,106000,0,106000.00,0.00,1340000.00,90000.00,3999000.00,"Payout closed for Investment101: 106000 ARS (6%) funded via marketplace splits"
469,split,Investment134,Investment102,Growth Partners,25,38000,0,38000.00,87000.00,1340000.00,90000.00,3961000.00,"Waterfall split 38000 ARS from Investment134 → Investment102 (38000/125000)"
470,subscription,Investment135,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1350000.00,90000.00,4101000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
471,split,Investment135,Investment102,Growth Partners,25,87000,0,125000.00,0.00,1350000.00,90000.00,4014000.00,"Waterfall split 87000 ARS from Investment135 → Investment102 (125000/125000)"
472,payout_closed,Investment135,Investment102,Growth Partners,25,125000,0,125000.00,0.00,1350000.00,90000.00,4014000.00,"Payout closed for Investment102: 125000 ARS (25%) funded via marketplace splits"
473,split,Investment135,Investment103,Capital Shield,6,3000,0,3000.00,103000.00,1350000.00,90000.00,4011000.00,"Waterfall split 3000 ARS from Investment135 → Investment103 (3000/106000)"
474,subscription,Investment136,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1360000.00,90000.00,4126000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
475,split,Investment136,Investment103,Capital Shield,6,90000,0,93000.00,13000.00,1360000.00,90000.00,4036000.00,"Waterfall split 90000 ARS from Investment136 → Investment103 (93000/106000)"
476,subscription,Investment137,platform,Stable Yield,10,100000,10000,0.00,110000.00,1370000.00,90000.00,4146000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
477,split,Investment137,Investment103,Capital Shield,6,13000,0,106000.00,0.00,1370000.00,90000.00,4133000.00,"Waterfall split 13000 ARS from Investment137 → Investment103 (106000/106000)"
478,payout_closed,Investment137,Investment103,Capital Shield,6,106000,0,106000.00,0.00,1370000.00,90000.00,4133000.00,"Payout closed for Investment103: 106000 ARS (6%) funded via marketplace splits"
479,split,Investment137,Investment104,Growth Partners,25,77000,0,77000.00,48000.00,1370000.00,90000.00,4056000.00,"Waterfall split 77000 ARS from Investment137 → Investment104 (77000/125000)"
480,subscription,Investment138,platform,Capital Shield,6,100000,10000,0.00,106000.00,1380000.00,90000.00,4162000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
481,split,Investment138,Investment104,Growth Partners,25,48000,0,125000.00,0.00,1380000.00,90000.00,4114000.00,"Waterfall split 48000 ARS from Investment138 → Investment104 (125000/125000)"
482,payout_closed,Investment138,Investment104,Growth Partners,25,125000,0,125000.00,0.00,1380000.00,90000.00,4114000.00,"Payout closed for Investment104: 125000 ARS (25%) funded via marketplace splits"
483,split,Investment138,Investment105,Balanced Growth,15,42000,0,42000.00,73000.00,1380000.00,90000.00,4072000.00,"Waterfall split 42000 ARS from Investment138 → Investment105 (42000/115000)"
484,subscription,Investment139,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1390000.00,90000.00,4187000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
485,split,Investment139,Investment105,Balanced Growth,15,73000,0,115000.00,0.00,1390000.00,90000.00,4114000.00,"Waterfall split 73000 ARS from Investment139 → Investment105 (115000/115000)"
486,payout_closed,Investment139,Investment105,Balanced Growth,15,115000,0,115000.00,0.00,1390000.00,90000.00,4114000.00,"Payout closed for Investment105: 115000 ARS (15%) funded via marketplace splits"
487,split,Investment139,Investment106,Balanced Growth,15,17000,0,17000.00,98000.00,1390000.00,90000.00,4097000.00,"Waterfall split 17000 ARS from Investment139 → Investment106 (17000/115000)"
488,subscription,Investment140,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1400000.00,90000.00,4237000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
489,split,Investment140,Investment106,Balanced Growth,15,90000,0,107000.00,8000.00,1400000.00,90000.00,4147000.00,"Waterfall split 90000 ARS from Investment140 → Investment106 (107000/115000)"
490,subscription,Investment141,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1410000.00,90000.00,4262000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
491,split,Investment141,Investment106,Balanced Growth,15,8000,0,115000.00,0.00,1410000.00,90000.00,4254000.00,"Waterfall split 8000 ARS from Investment141 → Investment106 (115000/115000)"
492,payout_closed,Investment141,Investment106,Balanced Growth,15,115000,0,115000.00,0.00,1410000.00,90000.00,4254000.00,"Payout closed for Investment106: 115000 ARS (15%) funded via marketplace splits"
493,split,Investment141,Investment107,Growth Partners,25,82000,0,82000.00,43000.00,1410000.00,90000.00,4172000.00,"Waterfall split 82000 ARS from Investment141 → Investment107 (82000/125000)"
494,subscription,Investment142,platform,Capital Shield,6,100000,10000,0.00,106000.00,1420000.00,90000.00,4278000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
495,split,Investment142,Investment107,Growth Partners,25,43000,0,125000.00,0.00,1420000.00,90000.00,4235000.00,"Waterfall split 43000 ARS from Investment142 → Investment107 (125000/125000)"
496,payout_closed,Investment142,Investment107,Growth Partners,25,125000,0,125000.00,0.00,1420000.00,90000.00,4235000.00,"Payout closed for Investment107: 125000 ARS (25%) funded via marketplace splits"
497,split,Investment142,Investment108,Balanced Growth,15,47000,0,47000.00,68000.00,1420000.00,90000.00,4188000.00,"Waterfall split 47000 ARS from Investment142 → Investment108 (47000/115000)"
498,subscription,Investment143,platform,Stable Yield,10,100000,10000,0.00,110000.00,1430000.00,90000.00,4298000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
499,split,Investment143,Investment108,Balanced Growth,15,68000,0,115000.00,0.00,1430000.00,90000.00,4230000.00,"Waterfall split 68000 ARS from Investment143 → Investment108 (115000/115000)"
500,payout_closed,Investment143,Investment108,Balanced Growth,15,115000,0,115000.00,0.00,1430000.00,90000.00,4230000.00,"Payout closed for Investment108: 115000 ARS (15%) funded via marketplace splits"
501,split,Investment143,Investment109,Growth Partners,25,22000,0,22000.00,103000.00,1430000.00,90000.00,4208000.00,"Waterfall split 22000 ARS from Investment143 → Investment109 (22000/125000)"
502,subscription,Investment144,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1440000.00,90000.00,4323000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
503,split,Investment144,Investment109,Growth Partners,25,90000,0,112000.00,13000.00,1440000.00,90000.00,4233000.00,"Waterfall split 90000 ARS from Investment144 → Investment109 (112000/125000)"
504,subscription,Investment145,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1450000.00,90000.00,4373000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
505,split,Investment145,Investment109,Growth Partners,25,13000,0,125000.00,0.00,1450000.00,90000.00,4360000.00,"Waterfall split 13000 ARS from Investment145 → Investment109 (125000/125000)"
506,payout_closed,Investment145,Investment109,Growth Partners,25,125000,0,125000.00,0.00,1450000.00,90000.00,4360000.00,"Payout closed for Investment109: 125000 ARS (25%) funded via marketplace splits"
507,split,Investment145,Investment110,Aggressive Alpha,40,77000,0,77000.00,63000.00,1450000.00,90000.00,4283000.00,"Waterfall split 77000 ARS from Investment145 → Investment110 (77000/140000)"
508,subscription,Investment146,platform,Capital Shield,6,100000,10000,0.00,106000.00,1460000.00,90000.00,4389000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
509,split,Investment146,Investment110,Aggressive Alpha,40,63000,0,140000.00,0.00,1460000.00,90000.00,4326000.00,"Waterfall split 63000 ARS from Investment146 → Investment110 (140000/140000)"
510,payout_closed,Investment146,Investment110,Aggressive Alpha,40,140000,0,140000.00,0.00,1460000.00,90000.00,4326000.00,"Payout closed for Investment110: 140000 ARS (40%) funded via marketplace splits"
511,split,Investment146,Investment111,Aggressive Alpha,40,27000,0,27000.00,113000.00,1460000.00,90000.00,4299000.00,"Waterfall split 27000 ARS from Investment146 → Investment111 (27000/140000)"
512,subscription,Investment147,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1470000.00,90000.00,4414000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
513,split,Investment147,Investment111,Aggressive Alpha,40,90000,0,117000.00,23000.00,1470000.00,90000.00,4324000.00,"Waterfall split 90000 ARS from Investment147 → Investment111 (117000/140000)"
514,subscription,Investment148,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1480000.00,90000.00,4464000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
515,split,Investment148,Investment111,Aggressive Alpha,40,23000,0,140000.00,0.00,1480000.00,90000.00,4441000.00,"Waterfall split 23000 ARS from Investment148 → Investment111 (140000/140000)"
516,payout_closed,Investment148,Investment111,Aggressive Alpha,40,140000,0,140000.00,0.00,1480000.00,90000.00,4441000.00,"Payout closed for Investment111: 140000 ARS (40%) funded via marketplace splits"
517,split,Investment148,Investment112,Capital Shield,6,67000,0,67000.00,39000.00,1480000.00,90000.00,4374000.00,"Waterfall split 67000 ARS from Investment148 → Investment112 (67000/106000)"
518,subscription,Investment149,platform,Capital Shield,6,100000,10000,0.00,106000.00,1490000.00,90000.00,4480000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
519,split,Investment149,Investment112,Capital Shield,6,39000,0,106000.00,0.00,1490000.00,90000.00,4441000.00,"Waterfall split 39000 ARS from Investment149 → Investment112 (106000/106000)"
520,payout_closed,Investment149,Investment112,Capital Shield,6,106000,0,106000.00,0.00,1490000.00,90000.00,4441000.00,"Payout closed for Investment112: 106000 ARS (6%) funded via marketplace splits"
521,split,Investment149,Investment113,Aggressive Alpha,40,51000,0,51000.00,89000.00,1490000.00,90000.00,4390000.00,"Waterfall split 51000 ARS from Investment149 → Investment113 (51000/140000)"
522,subscription,Investment150,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1500000.00,90000.00,4530000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
523,split,Investment150,Investment113,Aggressive Alpha,40,89000,0,140000.00,0.00,1500000.00,90000.00,4441000.00,"Waterfall split 89000 ARS from Investment150 → Investment113 (140000/140000)"
524,payout_closed,Investment150,Investment113,Aggressive Alpha,40,140000,0,140000.00,0.00,1500000.00,90000.00,4441000.00,"Payout closed for Investment113: 140000 ARS (40%) funded via marketplace splits"
525,split,Investment150,Investment114,Balanced Growth,15,1000,0,1000.00,114000.00,1500000.00,90000.00,4440000.00,"Waterfall split 1000 ARS from Investment150 → Investment114 (1000/115000)"
526,subscription,Investment151,platform,Growth Partners,25,100000,10000,0.00,125000.00,1510000.00,90000.00,4565000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
527,split,Investment151,Investment114,Balanced Growth,15,90000,0,91000.00,24000.00,1510000.00,90000.00,4475000.00,"Waterfall split 90000 ARS from Investment151 → Investment114 (91000/115000)"
528,subscription,Investment152,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1520000.00,90000.00,4615000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
529,split,Investment152,Investment114,Balanced Growth,15,24000,0,115000.00,0.00,1520000.00,90000.00,4591000.00,"Waterfall split 24000 ARS from Investment152 → Investment114 (115000/115000)"
530,payout_closed,Investment152,Investment114,Balanced Growth,15,115000,0,115000.00,0.00,1520000.00,90000.00,4591000.00,"Payout closed for Investment114: 115000 ARS (15%) funded via marketplace splits"
531,split,Investment152,Investment115,Capital Shield,6,66000,0,66000.00,40000.00,1520000.00,90000.00,4525000.00,"Waterfall split 66000 ARS from Investment152 → Investment115 (66000/106000)"
532,subscription,Investment153,platform,Capital Shield,6,100000,10000,0.00,106000.00,1530000.00,90000.00,4631000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
533,split,Investment153,Investment115,Capital Shield,6,40000,0,106000.00,0.00,1530000.00,90000.00,4591000.00,"Waterfall split 40000 ARS from Investment153 → Investment115 (106000/106000)"
534,payout_closed,Investment153,Investment115,Capital Shield,6,106000,0,106000.00,0.00,1530000.00,90000.00,4591000.00,"Payout closed for Investment115: 106000 ARS (6%) funded via marketplace splits"
535,split,Investment153,Investment116,Growth Partners,25,50000,0,50000.00,75000.00,1530000.00,90000.00,4541000.00,"Waterfall split 50000 ARS from Investment153 → Investment116 (50000/125000)"
536,subscription,Investment154,platform,Stable Yield,10,100000,10000,0.00,110000.00,1540000.00,90000.00,4651000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
537,split,Investment154,Investment116,Growth Partners,25,75000,0,125000.00,0.00,1540000.00,90000.00,4576000.00,"Waterfall split 75000 ARS from Investment154 → Investment116 (125000/125000)"
538,payout_closed,Investment154,Investment116,Growth Partners,25,125000,0,125000.00,0.00,1540000.00,90000.00,4576000.00,"Payout closed for Investment116: 125000 ARS (25%) funded via marketplace splits"
539,split,Investment154,Investment117,Aggressive Alpha,40,15000,0,15000.00,125000.00,1540000.00,90000.00,4561000.00,"Waterfall split 15000 ARS from Investment154 → Investment117 (15000/140000)"
540,subscription,Investment155,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1550000.00,90000.00,4701000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
541,split,Investment155,Investment117,Aggressive Alpha,40,90000,0,105000.00,35000.00,1550000.00,90000.00,4611000.00,"Waterfall split 90000 ARS from Investment155 → Investment117 (105000/140000)"
542,subscription,Investment156,platform,Capital Shield,6,100000,10000,0.00,106000.00,1560000.00,90000.00,4717000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
543,split,Investment156,Investment117,Aggressive Alpha,40,35000,0,140000.00,0.00,1560000.00,90000.00,4682000.00,"Waterfall split 35000 ARS from Investment156 → Investment117 (140000/140000)"
544,payout_closed,Investment156,Investment117,Aggressive Alpha,40,140000,0,140000.00,0.00,1560000.00,90000.00,4682000.00,"Payout closed for Investment117: 140000 ARS (40%) funded via marketplace splits"
545,split,Investment156,Investment118,Growth Partners,25,55000,0,55000.00,70000.00,1560000.00,90000.00,4627000.00,"Waterfall split 55000 ARS from Investment156 → Investment118 (55000/125000)"
546,subscription,Investment157,platform,Stable Yield,10,100000,10000,0.00,110000.00,1570000.00,90000.00,4737000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
547,split,Investment157,Investment118,Growth Partners,25,70000,0,125000.00,0.00,1570000.00,90000.00,4667000.00,"Waterfall split 70000 ARS from Investment157 → Investment118 (125000/125000)"
548,payout_closed,Investment157,Investment118,Growth Partners,25,125000,0,125000.00,0.00,1570000.00,90000.00,4667000.00,"Payout closed for Investment118: 125000 ARS (25%) funded via marketplace splits"
549,split,Investment157,Investment119,Capital Shield,6,20000,0,20000.00,86000.00,1570000.00,90000.00,4647000.00,"Waterfall split 20000 ARS from Investment157 → Investment119 (20000/106000)"
550,subscription,Investment158,platform,Growth Partners,25,100000,10000,0.00,125000.00,1580000.00,90000.00,4772000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
551,split,Investment158,Investment119,Capital Shield,6,86000,0,106000.00,0.00,1580000.00,90000.00,4686000.00,"Waterfall split 86000 ARS from Investment158 → Investment119 (106000/106000)"
552,payout_closed,Investment158,Investment119,Capital Shield,6,106000,0,106000.00,0.00,1580000.00,90000.00,4686000.00,"Payout closed for Investment119: 106000 ARS (6%) funded via marketplace splits"
553,split,Investment158,Investment120,Balanced Growth,15,4000,0,4000.00,111000.00,1580000.00,90000.00,4682000.00,"Waterfall split 4000 ARS from Investment158 → Investment120 (4000/115000)"
554,subscription,Investment159,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1590000.00,90000.00,4822000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
555,split,Investment159,Investment120,Balanced Growth,15,90000,0,94000.00,21000.00,1590000.00,90000.00,4732000.00,"Waterfall split 90000 ARS from Investment159 → Investment120 (94000/115000)"
556,subscription,Investment160,platform,Capital Shield,6,100000,10000,0.00,106000.00,1600000.00,90000.00,4838000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
557,split,Investment160,Investment120,Balanced Growth,15,21000,0,115000.00,0.00,1600000.00,90000.00,4817000.00,"Waterfall split 21000 ARS from Investment160 → Investment120 (115000/115000)"
558,payout_closed,Investment160,Investment120,Balanced Growth,15,115000,0,115000.00,0.00,1600000.00,90000.00,4817000.00,"Payout closed for Investment120: 115000 ARS (15%) funded via marketplace splits"
559,split,Investment160,Investment121,Stable Yield,10,69000,0,69000.00,41000.00,1600000.00,90000.00,4748000.00,"Waterfall split 69000 ARS from Investment160 → Investment121 (69000/110000)"
560,subscription,Investment161,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1610000.00,90000.00,4888000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
561,split,Investment161,Investment121,Stable Yield,10,41000,0,110000.00,0.00,1610000.00,90000.00,4847000.00,"Waterfall split 41000 ARS from Investment161 → Investment121 (110000/110000)"
562,payout_closed,Investment161,Investment121,Stable Yield,10,110000,0,110000.00,0.00,1610000.00,90000.00,4847000.00,"Payout closed for Investment121: 110000 ARS (10%) funded via marketplace splits"
563,split,Investment161,Investment122,Aggressive Alpha,40,49000,0,49000.00,91000.00,1610000.00,90000.00,4798000.00,"Waterfall split 49000 ARS from Investment161 → Investment122 (49000/140000)"
564,subscription,Investment162,platform,Capital Shield,6,100000,10000,0.00,106000.00,1620000.00,90000.00,4904000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
565,split,Investment162,Investment122,Aggressive Alpha,40,90000,0,139000.00,1000.00,1620000.00,90000.00,4814000.00,"Waterfall split 90000 ARS from Investment162 → Investment122 (139000/140000)"
566,subscription,Investment163,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1630000.00,90000.00,4954000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
567,split,Investment163,Investment122,Aggressive Alpha,40,1000,0,140000.00,0.00,1630000.00,90000.00,4953000.00,"Waterfall split 1000 ARS from Investment163 → Investment122 (140000/140000)"
568,payout_closed,Investment163,Investment122,Aggressive Alpha,40,140000,0,140000.00,0.00,1630000.00,90000.00,4953000.00,"Payout closed for Investment122: 140000 ARS (40%) funded via marketplace splits"
569,split,Investment163,Investment123,Stable Yield,10,89000,0,89000.00,21000.00,1630000.00,90000.00,4864000.00,"Waterfall split 89000 ARS from Investment163 → Investment123 (89000/110000)"
570,subscription,Investment164,platform,Stable Yield,10,100000,10000,0.00,110000.00,1640000.00,90000.00,4974000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
571,split,Investment164,Investment123,Stable Yield,10,21000,0,110000.00,0.00,1640000.00,90000.00,4953000.00,"Waterfall split 21000 ARS from Investment164 → Investment123 (110000/110000)"
572,payout_closed,Investment164,Investment123,Stable Yield,10,110000,0,110000.00,0.00,1640000.00,90000.00,4953000.00,"Payout closed for Investment123: 110000 ARS (10%) funded via marketplace splits"
573,split,Investment164,Investment124,Balanced Growth,15,69000,0,69000.00,46000.00,1640000.00,90000.00,4884000.00,"Waterfall split 69000 ARS from Investment164 → Investment124 (69000/115000)"
574,subscription,Investment165,platform,Growth Partners,25,100000,10000,0.00,125000.00,1650000.00,90000.00,5009000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
575,split,Investment165,Investment124,Balanced Growth,15,46000,0,115000.00,0.00,1650000.00,90000.00,4963000.00,"Waterfall split 46000 ARS from Investment165 → Investment124 (115000/115000)"
576,payout_closed,Investment165,Investment124,Balanced Growth,15,115000,0,115000.00,0.00,1650000.00,90000.00,4963000.00,"Payout closed for Investment124: 115000 ARS (15%) funded via marketplace splits"
577,split,Investment165,Investment125,Stable Yield,10,44000,0,44000.00,66000.00,1650000.00,90000.00,4919000.00,"Waterfall split 44000 ARS from Investment165 → Investment125 (44000/110000)"
578,subscription,Investment166,platform,Stable Yield,10,100000,10000,0.00,110000.00,1660000.00,90000.00,5029000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
579,split,Investment166,Investment125,Stable Yield,10,66000,0,110000.00,0.00,1660000.00,90000.00,4963000.00,"Waterfall split 66000 ARS from Investment166 → Investment125 (110000/110000)"
580,payout_closed,Investment166,Investment125,Stable Yield,10,110000,0,110000.00,0.00,1660000.00,90000.00,4963000.00,"Payout closed for Investment125: 110000 ARS (10%) funded via marketplace splits"
581,split,Investment166,Investment126,Balanced Growth,15,24000,0,24000.00,91000.00,1660000.00,90000.00,4939000.00,"Waterfall split 24000 ARS from Investment166 → Investment126 (24000/115000)"
582,subscription,Investment167,platform,Stable Yield,10,100000,10000,0.00,110000.00,1670000.00,90000.00,5049000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
583,split,Investment167,Investment126,Balanced Growth,15,90000,0,114000.00,1000.00,1670000.00,90000.00,4959000.00,"Waterfall split 90000 ARS from Investment167 → Investment126 (114000/115000)"
584,subscription,Investment168,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1680000.00,90000.00,5099000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
585,split,Investment168,Investment126,Balanced Growth,15,1000,0,115000.00,0.00,1680000.00,90000.00,5098000.00,"Waterfall split 1000 ARS from Investment168 → Investment126 (115000/115000)"
586,payout_closed,Investment168,Investment126,Balanced Growth,15,115000,0,115000.00,0.00,1680000.00,90000.00,5098000.00,"Payout closed for Investment126: 115000 ARS (15%) funded via marketplace splits"
587,split,Investment168,Investment127,Aggressive Alpha,40,89000,0,89000.00,51000.00,1680000.00,90000.00,5009000.00,"Waterfall split 89000 ARS from Investment168 → Investment127 (89000/140000)"
588,subscription,Investment169,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1690000.00,90000.00,5149000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
589,split,Investment169,Investment127,Aggressive Alpha,40,51000,0,140000.00,0.00,1690000.00,90000.00,5098000.00,"Waterfall split 51000 ARS from Investment169 → Investment127 (140000/140000)"
590,payout_closed,Investment169,Investment127,Aggressive Alpha,40,140000,0,140000.00,0.00,1690000.00,90000.00,5098000.00,"Payout closed for Investment127: 140000 ARS (40%) funded via marketplace splits"
591,split,Investment169,Investment128,Stable Yield,10,39000,0,39000.00,71000.00,1690000.00,90000.00,5059000.00,"Waterfall split 39000 ARS from Investment169 → Investment128 (39000/110000)"
592,subscription,Investment170,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1700000.00,90000.00,5199000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
593,split,Investment170,Investment128,Stable Yield,10,71000,0,110000.00,0.00,1700000.00,90000.00,5128000.00,"Waterfall split 71000 ARS from Investment170 → Investment128 (110000/110000)"
594,payout_closed,Investment170,Investment128,Stable Yield,10,110000,0,110000.00,0.00,1700000.00,90000.00,5128000.00,"Payout closed for Investment128: 110000 ARS (10%) funded via marketplace splits"
595,split,Investment170,Investment129,Aggressive Alpha,40,19000,0,19000.00,121000.00,1700000.00,90000.00,5109000.00,"Waterfall split 19000 ARS from Investment170 → Investment129 (19000/140000)"
596,subscription,Investment171,platform,Capital Shield,6,100000,10000,0.00,106000.00,1710000.00,90000.00,5215000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
597,split,Investment171,Investment129,Aggressive Alpha,40,90000,0,109000.00,31000.00,1710000.00,90000.00,5125000.00,"Waterfall split 90000 ARS from Investment171 → Investment129 (109000/140000)"
598,subscription,Investment172,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1720000.00,90000.00,5265000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
599,split,Investment172,Investment129,Aggressive Alpha,40,31000,0,140000.00,0.00,1720000.00,90000.00,5234000.00,"Waterfall split 31000 ARS from Investment172 → Investment129 (140000/140000)"
600,payout_closed,Investment172,Investment129,Aggressive Alpha,40,140000,0,140000.00,0.00,1720000.00,90000.00,5234000.00,"Payout closed for Investment129: 140000 ARS (40%) funded via marketplace splits"
601,split,Investment172,Investment130,Stable Yield,10,59000,0,59000.00,51000.00,1720000.00,90000.00,5175000.00,"Waterfall split 59000 ARS from Investment172 → Investment130 (59000/110000)"
602,subscription,Investment173,platform,Growth Partners,25,100000,10000,0.00,125000.00,1730000.00,90000.00,5300000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
603,split,Investment173,Investment130,Stable Yield,10,51000,0,110000.00,0.00,1730000.00,90000.00,5249000.00,"Waterfall split 51000 ARS from Investment173 → Investment130 (110000/110000)"
604,payout_closed,Investment173,Investment130,Stable Yield,10,110000,0,110000.00,0.00,1730000.00,90000.00,5249000.00,"Payout closed for Investment130: 110000 ARS (10%) funded via marketplace splits"
605,split,Investment173,Investment131,Growth Partners,25,39000,0,39000.00,86000.00,1730000.00,90000.00,5210000.00,"Waterfall split 39000 ARS from Investment173 → Investment131 (39000/125000)"
606,subscription,Investment174,platform,Growth Partners,25,100000,10000,0.00,125000.00,1740000.00,90000.00,5335000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
